year_month,latitude,longitude,slachtoffers_per_maand,cumulative_slachtoffers,animation_month
2018-03,51.4610426,6.1617184,4,4,2019-09
2018-03,51.7555148,8.041135,2,2,2019-09
2018-03,52.5559484,5.9033303,5,5,2019-09
2018-03,52.5831257,6.286441,2,2,2019-09
2018-03,52.6156731,6.1861398,1,1,2019-09
2018-03,52.62233,6.49682,1,1,2019-09
2018-03,52.6368387,6.208129727382328,3,3,2019-09
2018-03,52.6685225,6.5008322,1,1,2019-09
2018-03,52.7274317,6.6768343,2,2,2019-09
2018-03,52.7755373,6.7475163,10,10,2019-09
2018-03,52.9459295,7.1505197,1,1,2019-09
2018-03,53.1110132,6.4331278,5,5,2019-09
2018-03,53.2607348,6.5918683,5,5,2019-09
2018-04,52.087683,6.4493595,3,3,2019-09
2018-04,52.2347139,6.4949852,3,3,2019-09
2018-04,52.9095907,6.1999729,2,2,2019-09
2018-05,52.8735,6.58768,2,2,2019-09
2018-05,52.9683902,5.9739434,7,7,2019-09
2018-05,52.9818571,6.006028,6,6,2019-09
2018-05,53.1442439,6.2647308,17,17,2019-09
2018-06,51.5266587,4.4466908,2,2,2019-09
2018-06,52.4589958,6.1736547,31,35,2019-09
2018-06,52.8717335,5.9300033,2,2,2019-09
2018-07,51.92963705,5.420000238944224,2,2,2019-09
2018-07,52.3451194,5.4580775473608565,2,2,2019-09
2018-10,52.4361877,6.2337581,1,1,2019-09
2018-10,52.6276515,6.554592,1,1,2019-09
2018-10,52.6446874,6.5533434,1,1,2019-09
2018-10,52.6817389,6.6592421,4,4,2019-09
2018-10,52.7553154,6.7194646,6,6,2019-09
2018-10,52.8431902,6.6588981,4,4,2019-09
2018-10,53.2738959,6.4271387,5,5,2019-09
2018-12,51.8019318,5.3320894,1,1,2019-09
2019-01,52.4361877,6.2337581,1,2,2019-09
2019-01,52.4943928,6.5753569,11,11,2019-09
2019-01,54.9389739,12.2178122,3,3,2019-09
2019-02,52.2819676,6.4216444,4,4,2019-09
2019-03,52.9207884,6.5416331,12,12,2019-09
2019-04,64.6173758,-162.2604161,1,1,2019-09
2019-09,52.3182269,5.9759134,14,14,2019-09
2019-09,52.7671253,6.6066512,1,1,2019-09
2015-03,40.7127281,-74.0060152,1,1,2019-10
2015-03,52.8492168,6.6103067,3,3,2019-10
2015-03,53.2963932,7.0465238,1,1,2019-10
2015-03,53.3577829,6.8713839,3,3,2019-10
2017-09,53.1983282,7.083378,3,3,2019-10
2017-10,52.4589958,6.1736547,4,4,2019-10
2017-11,52.457312,6.5696271,4,4,2019-10
2017-11,52.527161,6.6173647,1,1,2019-10
2017-12,51.388689,5.9178418,2,2,2019-10
2017-12,52.3203863,6.3513751,1,1,2019-10
2017-12,52.396489,6.3672089,6,6,2019-10
2017-12,52.6134275,6.2634786,3,3,2019-10
2018-02,52.2391743,5.3734101,1,1,2019-10
2018-03,51.2501987,5.9009266,2,2,2019-10
2018-03,51.3702109,6.1688954,9,9,2019-10
2018-03,51.4610426,6.1617184,4,4,2019-10
2018-03,51.7555148,8.041135,2,2,2019-10
2018-03,52.5559484,5.9033303,5,5,2019-10
2018-03,52.5831257,6.286441,2,2,2019-10
2018-03,52.6156731,6.1861398,1,1,2019-10
2018-03,52.62233,6.49682,1,1,2019-10
2018-03,52.6368387,6.208129727382328,3,3,2019-10
2018-03,52.6685225,6.5008322,1,1,2019-10
2018-03,52.7274317,6.6768343,2,2,2019-10
2018-03,52.7755373,6.7475163,10,10,2019-10
2018-03,52.9459295,7.1505197,1,1,2019-10
2018-03,53.1110132,6.4331278,5,5,2019-10
2018-03,53.2607348,6.5918683,5,5,2019-10
2018-04,52.087683,6.4493595,3,3,2019-10
2018-04,52.2347139,6.4949852,3,3,2019-10
2018-04,52.9095907,6.1999729,2,2,2019-10
2018-05,52.8735,6.58768,2,2,2019-10
2018-05,52.9683902,5.9739434,7,7,2019-10
2018-05,52.9818571,6.006028,6,6,2019-10
2018-05,53.1442439,6.2647308,17,17,2019-10
2018-06,51.5266587,4.4466908,2,2,2019-10
2018-06,52.4589958,6.1736547,31,35,2019-10
2018-06,52.8717335,5.9300033,2,2,2019-10
2018-07,51.92963705,5.420000238944224,2,2,2019-10
2018-07,52.3451194,5.4580775473608565,2,2,2019-10
2018-10,52.4361877,6.2337581,1,1,2019-10
2018-10,52.6276515,6.554592,1,1,2019-10
2018-10,52.6446874,6.5533434,1,1,2019-10
2018-10,52.6817389,6.6592421,4,4,2019-10
2018-10,52.7553154,6.7194646,6,6,2019-10
2018-10,52.8431902,6.6588981,4,4,2019-10
2018-10,53.2738959,6.4271387,5,5,2019-10
2018-12,51.8019318,5.3320894,1,1,2019-10
2019-01,52.4361877,6.2337581,1,2,2019-10
2019-01,52.4943928,6.5753569,11,11,2019-10
2019-01,54.9389739,12.2178122,3,3,2019-10
2019-02,52.2819676,6.4216444,4,4,2019-10
2019-03,52.9207884,6.5416331,12,12,2019-10
2019-04,64.6173758,-162.2604161,1,1,2019-10
2019-09,52.3182269,5.9759134,14,14,2019-10
2019-09,52.7671253,6.6066512,1,1,2019-10
2019-10,52.2185009,5.8732642,4,4,2019-10
2015-03,40.7127281,-74.0060152,1,1,2019-11
2015-03,52.8492168,6.6103067,3,3,2019-11
2015-03,53.2963932,7.0465238,1,1,2019-11
2015-03,53.3577829,6.8713839,3,3,2019-11
2017-09,53.1983282,7.083378,3,3,2019-11
2017-10,52.4589958,6.1736547,4,4,2019-11
2017-11,52.457312,6.5696271,4,4,2019-11
2017-11,52.527161,6.6173647,1,1,2019-11
2017-12,51.388689,5.9178418,2,2,2019-11
2017-12,52.3203863,6.3513751,1,1,2019-11
2017-12,52.396489,6.3672089,6,6,2019-11
2017-12,52.6134275,6.2634786,3,3,2019-11
2018-02,52.2391743,5.3734101,1,1,2019-11
2018-03,51.2501987,5.9009266,2,2,2019-11
2018-03,51.3702109,6.1688954,9,9,2019-11
2018-03,51.4610426,6.1617184,4,4,2019-11
2018-03,51.7555148,8.041135,2,2,2019-11
2018-03,52.5559484,5.9033303,5,5,2019-11
2018-03,52.5831257,6.286441,2,2,2019-11
2018-03,52.6156731,6.1861398,1,1,2019-11
2018-03,52.62233,6.49682,1,1,2019-11
2018-03,52.6368387,6.208129727382328,3,3,2019-11
2018-03,52.6685225,6.5008322,1,1,2019-11
2018-03,52.7274317,6.6768343,2,2,2019-11
2018-03,52.7755373,6.7475163,10,10,2019-11
2018-03,52.9459295,7.1505197,1,1,2019-11
2018-03,53.1110132,6.4331278,5,5,2019-11
2018-03,53.2607348,6.5918683,5,5,2019-11
2018-04,52.087683,6.4493595,3,3,2019-11
2018-04,52.2347139,6.4949852,3,3,2019-11
2018-04,52.9095907,6.1999729,2,2,2019-11
2018-05,52.8735,6.58768,2,2,2019-11
2018-05,52.9683902,5.9739434,7,7,2019-11
2018-05,52.9818571,6.006028,6,6,2019-11
2018-05,53.1442439,6.2647308,17,17,2019-11
2018-06,51.5266587,4.4466908,2,2,2019-11
2018-06,52.4589958,6.1736547,31,35,2019-11
2018-06,52.8717335,5.9300033,2,2,2019-11
2018-07,51.92963705,5.420000238944224,2,2,2019-11
2018-07,52.3451194,5.4580775473608565,2,2,2019-11
2018-10,52.4361877,6.2337581,1,1,2019-11
2018-10,52.6276515,6.554592,1,1,2019-11
2018-10,52.6446874,6.5533434,1,1,2019-11
2018-10,52.6817389,6.6592421,4,4,2019-11
2018-10,52.7553154,6.7194646,6,6,2019-11
2018-10,52.8431902,6.6588981,4,4,2019-11
2018-10,53.2738959,6.4271387,5,5,2019-11
2018-12,51.8019318,5.3320894,1,1,2019-11
2019-01,52.4361877,6.2337581,1,2,2019-11
2019-01,52.4943928,6.5753569,11,11,2019-11
2019-01,54.9389739,12.2178122,3,3,2019-11
2019-02,52.2819676,6.4216444,4,4,2019-11
2019-03,52.9207884,6.5416331,12,12,2019-11
2019-04,64.6173758,-162.2604161,1,1,2019-11
2019-09,52.3182269,5.9759134,14,14,2019-11
2019-09,52.7671253,6.6066512,1,1,2019-11
2019-10,52.2185009,5.8732642,4,4,2019-11
2019-11,52.936205,6.6727367,4,4,2019-11
2019-11,53.0011891,6.6861383,9,9,2019-11
2019-11,53.1576456,6.64126,2,2,2019-11
2015-03,40.7127281,-74.0060152,1,1,2019-12
2015-03,52.8492168,6.6103067,3,3,2019-12
2015-03,53.2963932,7.0465238,1,1,2019-12
2015-03,53.3577829,6.8713839,3,3,2019-12
2017-09,53.1983282,7.083378,3,3,2019-12
2017-10,52.4589958,6.1736547,4,4,2019-12
2017-11,52.457312,6.5696271,4,4,2019-12
2017-11,52.527161,6.6173647,1,1,2019-12
2017-12,51.388689,5.9178418,2,2,2019-12
2017-12,52.3203863,6.3513751,1,1,2019-12
2017-12,52.396489,6.3672089,6,6,2019-12
2017-12,52.6134275,6.2634786,3,3,2019-12
2018-02,52.2391743,5.3734101,1,1,2019-12
2018-03,51.2501987,5.9009266,2,2,2019-12
2018-03,51.3702109,6.1688954,9,9,2019-12
2018-03,51.4610426,6.1617184,4,4,2019-12
2018-03,51.7555148,8.041135,2,2,2019-12
2018-03,52.5559484,5.9033303,5,5,2019-12
2018-03,52.5831257,6.286441,2,2,2019-12
2018-03,52.6156731,6.1861398,1,1,2019-12
2018-03,52.62233,6.49682,1,1,2019-12
2018-03,52.6368387,6.208129727382328,3,3,2019-12
2018-03,52.6685225,6.5008322,1,1,2019-12
2018-03,52.7274317,6.6768343,2,2,2019-12
2018-03,52.7755373,6.7475163,10,10,2019-12
2018-03,52.9459295,7.1505197,1,1,2019-12
2018-03,53.1110132,6.4331278,5,5,2019-12
2018-03,53.2607348,6.5918683,5,5,2019-12
2018-04,52.087683,6.4493595,3,3,2019-12
2018-04,52.2347139,6.4949852,3,3,2019-12
2018-04,52.9095907,6.1999729,2,2,2019-12
2018-05,52.8735,6.58768,2,2,2019-12
2018-05,52.9683902,5.9739434,7,7,2019-12
2018-05,52.9818571,6.006028,6,6,2019-12
2018-05,53.1442439,6.2647308,17,17,2019-12
2018-06,51.5266587,4.4466908,2,2,2019-12
2018-06,52.4589958,6.1736547,31,35,2019-12
2018-06,52.8717335,5.9300033,2,2,2019-12
2018-07,51.92963705,5.420000238944224,2,2,2019-12
2018-07,52.3451194,5.4580775473608565,2,2,2019-12
2018-10,52.4361877,6.2337581,1,1,2019-12
2018-10,52.6276515,6.554592,1,1,2019-12
2018-10,52.6446874,6.5533434,1,1,2019-12
2018-10,52.6817389,6.6592421,4,4,2019-12
2018-10,52.7553154,6.7194646,6,6,2019-12
2018-10,52.8431902,6.6588981,4,4,2019-12
2018-10,53.2738959,6.4271387,5,5,2019-12
2018-12,51.8019318,5.3320894,1,1,2019-12
2019-01,52.4361877,6.2337581,1,2,2019-12
2019-01,52.4943928,6.5753569,11,11,2019-12
2019-01,54.9389739,12.2178122,3,3,2019-12
2019-02,52.2819676,6.4216444,4,4,2019-12
2019-03,52.9207884,6.5416331,12,12,2019-12
2019-04,64.6173758,-162.2604161,1,1,2019-12
2019-09,52.3182269,5.9759134,14,14,2019-12
2019-09,52.7671253,6.6066512,1,1,2019-12
2019-10,52.2185009,5.8732642,4,4,2019-12
2019-11,52.936205,6.6727367,4,4,2019-12
2019-11,53.0011891,6.6861383,9,9,2019-12
2019-11,53.1576456,6.64126,2,2,2019-12
2019-12,51.605927300000005,5.69911232186362,1,1,2019-12
2019-12,51.6081533,5.7386913,2,2,2019-12
2019-12,52.6720692,6.2886911,1,1,2019-12
2019-12,52.8735,6.58768,6,8,2019-12
2019-12,52.8947943,6.3068604,5,5,2019-12
2019-12,52.9061348,6.2889409,2,2,2019-12
2019-12,52.9524178,6.3441136,2,2,2019-12
2019-12,53.0830281,6.0470073,4,4,2019-12
2015-03,40.7127281,-74.0060152,1,1,2020-01
2015-03,52.8492168,6.6103067,3,3,2020-01
2015-03,53.2963932,7.0465238,1,1,2020-01
2015-03,53.3577829,6.8713839,3,3,2020-01
2017-09,53.1983282,7.083378,3,3,2020-01
2017-10,52.4589958,6.1736547,4,4,2020-01
2017-11,52.457312,6.5696271,4,4,2020-01
2017-11,52.527161,6.6173647,1,1,2020-01
2017-12,51.388689,5.9178418,2,2,2020-01
2017-12,52.3203863,6.3513751,1,1,2020-01
2017-12,52.396489,6.3672089,6,6,2020-01
2017-12,52.6134275,6.2634786,3,3,2020-01
2018-02,52.2391743,5.3734101,1,1,2020-01
2018-03,51.2501987,5.9009266,2,2,2020-01
2018-03,51.3702109,6.1688954,9,9,2020-01
2018-03,51.4610426,6.1617184,4,4,2020-01
2018-03,51.7555148,8.041135,2,2,2020-01
2018-03,52.5559484,5.9033303,5,5,2020-01
2018-03,52.5831257,6.286441,2,2,2020-01
2018-03,52.6156731,6.1861398,1,1,2020-01
2018-03,52.62233,6.49682,1,1,2020-01
2018-03,52.6368387,6.208129727382328,3,3,2020-01
2018-03,52.6685225,6.5008322,1,1,2020-01
2018-03,52.7274317,6.6768343,2,2,2020-01
2018-03,52.7755373,6.7475163,10,10,2020-01
2018-03,52.9459295,7.1505197,1,1,2020-01
2018-03,53.1110132,6.4331278,5,5,2020-01
2018-03,53.2607348,6.5918683,5,5,2020-01
2018-04,52.087683,6.4493595,3,3,2020-01
2018-04,52.2347139,6.4949852,3,3,2020-01
2018-04,52.9095907,6.1999729,2,2,2020-01
2018-05,52.8735,6.58768,2,2,2020-01
2018-05,52.9683902,5.9739434,7,7,2020-01
2018-05,52.9818571,6.006028,6,6,2020-01
2018-05,53.1442439,6.2647308,17,17,2020-01
2018-06,51.5266587,4.4466908,2,2,2020-01
2018-06,52.4589958,6.1736547,31,35,2020-01
2018-06,52.8717335,5.9300033,2,2,2020-01
2018-07,51.92963705,5.420000238944224,2,2,2020-01
2018-07,52.3451194,5.4580775473608565,2,2,2020-01
2018-10,52.4361877,6.2337581,1,1,2020-01
2018-10,52.6276515,6.554592,1,1,2020-01
2018-10,52.6446874,6.5533434,1,1,2020-01
2018-10,52.6817389,6.6592421,4,4,2020-01
2018-10,52.7553154,6.7194646,6,6,2020-01
2018-10,52.8431902,6.6588981,4,4,2020-01
2018-10,53.2738959,6.4271387,5,5,2020-01
2018-12,51.8019318,5.3320894,1,1,2020-01
2019-01,52.4361877,6.2337581,1,2,2020-01
2019-01,52.4943928,6.5753569,11,11,2020-01
2019-01,54.9389739,12.2178122,3,3,2020-01
2019-02,52.2819676,6.4216444,4,4,2020-01
2019-03,52.9207884,6.5416331,12,12,2020-01
2019-04,64.6173758,-162.2604161,1,1,2020-01
2019-09,52.3182269,5.9759134,14,14,2020-01
2019-09,52.7671253,6.6066512,1,1,2020-01
2019-10,52.2185009,5.8732642,4,4,2020-01
2019-11,52.936205,6.6727367,4,4,2020-01
2019-11,53.0011891,6.6861383,9,9,2020-01
2019-11,53.1576456,6.64126,2,2,2020-01
2019-12,51.605927300000005,5.69911232186362,1,1,2020-01
2019-12,51.6081533,5.7386913,2,2,2020-01
2019-12,52.6720692,6.2886911,1,1,2020-01
2019-12,52.8735,6.58768,6,8,2020-01
2019-12,52.8947943,6.3068604,5,5,2020-01
2019-12,52.9061348,6.2889409,2,2,2020-01
2019-12,52.9524178,6.3441136,2,2,2020-01
2019-12,53.0830281,6.0470073,4,4,2020-01
2020-01,52.8735,6.58768,8,16,2020-01
2020-01,52.9207884,6.5416331,16,28,2020-01
2020-01,52.936205,6.6727367,7,11,2020-01
2015-03,40.7127281,-74.0060152,1,1,2020-02
2015-03,52.8492168,6.6103067,3,3,2020-02
2015-03,53.2963932,7.0465238,1,1,2020-02
2015-03,53.3577829,6.8713839,3,3,2020-02
2017-09,53.1983282,7.083378,3,3,2020-02
2017-10,52.4589958,6.1736547,4,4,2020-02
2017-11,52.457312,6.5696271,4,4,2020-02
2017-11,52.527161,6.6173647,1,1,2020-02
2017-12,51.388689,5.9178418,2,2,2020-02
2017-12,52.3203863,6.3513751,1,1,2020-02
2017-12,52.396489,6.3672089,6,6,2020-02
2017-12,52.6134275,6.2634786,3,3,2020-02
2018-02,52.2391743,5.3734101,1,1,2020-02
2018-03,51.2501987,5.9009266,2,2,2020-02
2018-03,51.3702109,6.1688954,9,9,2020-02
2018-03,51.4610426,6.1617184,4,4,2020-02
2018-03,51.7555148,8.041135,2,2,2020-02
2018-03,52.5559484,5.9033303,5,5,2020-02
2018-03,52.5831257,6.286441,2,2,2020-02
2018-03,52.6156731,6.1861398,1,1,2020-02
2018-03,52.62233,6.49682,1,1,2020-02
2018-03,52.6368387,6.208129727382328,3,3,2020-02
2018-03,52.6685225,6.5008322,1,1,2020-02
2018-03,52.7274317,6.6768343,2,2,2020-02
2018-03,52.7755373,6.7475163,10,10,2020-02
2018-03,52.9459295,7.1505197,1,1,2020-02
2018-03,53.1110132,6.4331278,5,5,2020-02
2018-03,53.2607348,6.5918683,5,5,2020-02
2018-04,52.087683,6.4493595,3,3,2020-02
2018-04,52.2347139,6.4949852,3,3,2020-02
2018-04,52.9095907,6.1999729,2,2,2020-02
2018-05,52.8735,6.58768,2,2,2020-02
2018-05,52.9683902,5.9739434,7,7,2020-02
2018-05,52.9818571,6.006028,6,6,2020-02
2018-05,53.1442439,6.2647308,17,17,2020-02
2018-06,51.5266587,4.4466908,2,2,2020-02
2018-06,52.4589958,6.1736547,31,35,2020-02
2018-06,52.8717335,5.9300033,2,2,2020-02
2018-07,51.92963705,5.420000238944224,2,2,2020-02
2018-07,52.3451194,5.4580775473608565,2,2,2020-02
2018-10,52.4361877,6.2337581,1,1,2020-02
2018-10,52.6276515,6.554592,1,1,2020-02
2018-10,52.6446874,6.5533434,1,1,2020-02
2018-10,52.6817389,6.6592421,4,4,2020-02
2018-10,52.7553154,6.7194646,6,6,2020-02
2018-10,52.8431902,6.6588981,4,4,2020-02
2018-10,53.2738959,6.4271387,5,5,2020-02
2018-12,51.8019318,5.3320894,1,1,2020-02
2019-01,52.4361877,6.2337581,1,2,2020-02
2019-01,52.4943928,6.5753569,11,11,2020-02
2019-01,54.9389739,12.2178122,3,3,2020-02
2019-02,52.2819676,6.4216444,4,4,2020-02
2019-03,52.9207884,6.5416331,12,12,2020-02
2019-04,64.6173758,-162.2604161,1,1,2020-02
2019-09,52.3182269,5.9759134,14,14,2020-02
2019-09,52.7671253,6.6066512,1,1,2020-02
2019-10,52.2185009,5.8732642,4,4,2020-02
2019-11,52.936205,6.6727367,4,4,2020-02
2019-11,53.0011891,6.6861383,9,9,2020-02
2019-11,53.1576456,6.64126,2,2,2020-02
2019-12,51.605927300000005,5.69911232186362,1,1,2020-02
2019-12,51.6081533,5.7386913,2,2,2020-02
2019-12,52.6720692,6.2886911,1,1,2020-02
2019-12,52.8735,6.58768,6,8,2020-02
2019-12,52.8947943,6.3068604,5,5,2020-02
2019-12,52.9061348,6.2889409,2,2,2020-02
2019-12,52.9524178,6.3441136,2,2,2020-02
2019-12,53.0830281,6.0470073,4,4,2020-02
2020-01,52.8735,6.58768,8,16,2020-02
2020-01,52.9207884,6.5416331,16,28,2020-02
2020-01,52.936205,6.6727367,7,11,2020-02
2020-02,51.605927300000005,5.69911232186362,1,2,2020-02
2020-02,52.3182269,5.9759134,5,19,2020-02
2020-02,52.8647047,6.639519660061836,1,1,2020-02
2020-02,52.9533222,6.6030439,4,4,2020-02
2020-02,53.2425196,0.1657754,3,3,2020-02
2015-03,40.7127281,-74.0060152,1,1,2020-03
2015-03,52.8492168,6.6103067,3,3,2020-03
2015-03,53.2963932,7.0465238,1,1,2020-03
2015-03,53.3577829,6.8713839,3,3,2020-03
2017-09,53.1983282,7.083378,3,3,2020-03
2017-10,52.4589958,6.1736547,4,4,2020-03
2017-11,52.457312,6.5696271,4,4,2020-03
2017-11,52.527161,6.6173647,1,1,2020-03
2017-12,51.388689,5.9178418,2,2,2020-03
2017-12,52.3203863,6.3513751,1,1,2020-03
2017-12,52.396489,6.3672089,6,6,2020-03
2017-12,52.6134275,6.2634786,3,3,2020-03
2018-02,52.2391743,5.3734101,1,1,2020-03
2018-03,51.2501987,5.9009266,2,2,2020-03
2018-03,51.3702109,6.1688954,9,9,2020-03
2018-03,51.4610426,6.1617184,4,4,2020-03
2018-03,51.7555148,8.041135,2,2,2020-03
2018-03,52.5559484,5.9033303,5,5,2020-03
2018-03,52.5831257,6.286441,2,2,2020-03
2018-03,52.6156731,6.1861398,1,1,2020-03
2018-03,52.62233,6.49682,1,1,2020-03
2018-03,52.6368387,6.208129727382328,3,3,2020-03
2018-03,52.6685225,6.5008322,1,1,2020-03
2018-03,52.7274317,6.6768343,2,2,2020-03
2018-03,52.7755373,6.7475163,10,10,2020-03
2018-03,52.9459295,7.1505197,1,1,2020-03
2018-03,53.1110132,6.4331278,5,5,2020-03
2018-03,53.2607348,6.5918683,5,5,2020-03
2018-04,52.087683,6.4493595,3,3,2020-03
2018-04,52.2347139,6.4949852,3,3,2020-03
2018-04,52.9095907,6.1999729,2,2,2020-03
2018-05,52.8735,6.58768,2,2,2020-03
2018-05,52.9683902,5.9739434,7,7,2020-03
2018-05,52.9818571,6.006028,6,6,2020-03
2018-05,53.1442439,6.2647308,17,17,2020-03
2018-06,51.5266587,4.4466908,2,2,2020-03
2018-06,52.4589958,6.1736547,31,35,2020-03
2018-06,52.8717335,5.9300033,2,2,2020-03
2018-07,51.92963705,5.420000238944224,2,2,2020-03
2018-07,52.3451194,5.4580775473608565,2,2,2020-03
2018-10,52.4361877,6.2337581,1,1,2020-03
2018-10,52.6276515,6.554592,1,1,2020-03
2018-10,52.6446874,6.5533434,1,1,2020-03
2018-10,52.6817389,6.6592421,4,4,2020-03
2018-10,52.7553154,6.7194646,6,6,2020-03
2018-10,52.8431902,6.6588981,4,4,2020-03
2018-10,53.2738959,6.4271387,5,5,2020-03
2018-12,51.8019318,5.3320894,1,1,2020-03
2019-01,52.4361877,6.2337581,1,2,2020-03
2019-01,52.4943928,6.5753569,11,11,2020-03
2019-01,54.9389739,12.2178122,3,3,2020-03
2019-02,52.2819676,6.4216444,4,4,2020-03
2019-03,52.9207884,6.5416331,12,12,2020-03
2019-04,64.6173758,-162.2604161,1,1,2020-03
2019-09,52.3182269,5.9759134,14,14,2020-03
2019-09,52.7671253,6.6066512,1,1,2020-03
2019-10,52.2185009,5.8732642,4,4,2020-03
2019-11,52.936205,6.6727367,4,4,2020-03
2019-11,53.0011891,6.6861383,9,9,2020-03
2019-11,53.1576456,6.64126,2,2,2020-03
2019-12,51.605927300000005,5.69911232186362,1,1,2020-03
2019-12,51.6081533,5.7386913,2,2,2020-03
2019-12,52.6720692,6.2886911,1,1,2020-03
2019-12,52.8735,6.58768,6,8,2020-03
2019-12,52.8947943,6.3068604,5,5,2020-03
2019-12,52.9061348,6.2889409,2,2,2020-03
2019-12,52.9524178,6.3441136,2,2,2020-03
2019-12,53.0830281,6.0470073,4,4,2020-03
2020-01,52.8735,6.58768,8,16,2020-03
2020-01,52.9207884,6.5416331,16,28,2020-03
2020-01,52.936205,6.6727367,7,11,2020-03
2020-02,51.605927300000005,5.69911232186362,1,2,2020-03
2020-02,52.3182269,5.9759134,5,19,2020-03
2020-02,52.8647047,6.639519660061836,1,1,2020-03
2020-02,52.9533222,6.6030439,4,4,2020-03
2020-02,53.2425196,0.1657754,3,3,2020-03
2020-03,-7.2752003,112.636552,1,1,2020-03
2020-03,51.38632235,5.688884477579495,6,6,2020-03
2020-03,51.8994088,5.1958729,2,2,2020-03
2020-03,51.94933145,5.209215154667634,6,6,2020-03
2020-03,51.9533676,5.7096895,1,1,2020-03
2020-03,52.7551361,6.8194139,5,5,2020-03
2020-03,53.017574,6.2355345,5,5,2020-03
2020-03,53.0332173,6.3963672,3,3,2020-03
2020-03,53.0662992,6.4594924,3,3,2020-03
2015-03,40.7127281,-74.0060152,1,1,2020-04
2015-03,52.8492168,6.6103067,3,3,2020-04
2015-03,53.2963932,7.0465238,1,1,2020-04
2015-03,53.3577829,6.8713839,3,3,2020-04
2017-09,53.1983282,7.083378,3,3,2020-04
2017-10,52.4589958,6.1736547,4,4,2020-04
2017-11,52.457312,6.5696271,4,4,2020-04
2017-11,52.527161,6.6173647,1,1,2020-04
2017-12,51.388689,5.9178418,2,2,2020-04
2017-12,52.3203863,6.3513751,1,1,2020-04
2017-12,52.396489,6.3672089,6,6,2020-04
2017-12,52.6134275,6.2634786,3,3,2020-04
2018-02,52.2391743,5.3734101,1,1,2020-04
2018-03,51.2501987,5.9009266,2,2,2020-04
2018-03,51.3702109,6.1688954,9,9,2020-04
2018-03,51.4610426,6.1617184,4,4,2020-04
2018-03,51.7555148,8.041135,2,2,2020-04
2018-03,52.5559484,5.9033303,5,5,2020-04
2018-03,52.5831257,6.286441,2,2,2020-04
2018-03,52.6156731,6.1861398,1,1,2020-04
2018-03,52.62233,6.49682,1,1,2020-04
2018-03,52.6368387,6.208129727382328,3,3,2020-04
2018-03,52.6685225,6.5008322,1,1,2020-04
2018-03,52.7274317,6.6768343,2,2,2020-04
2018-03,52.7755373,6.7475163,10,10,2020-04
2018-03,52.9459295,7.1505197,1,1,2020-04
2018-03,53.1110132,6.4331278,5,5,2020-04
2018-03,53.2607348,6.5918683,5,5,2020-04
2018-04,52.087683,6.4493595,3,3,2020-04
2018-04,52.2347139,6.4949852,3,3,2020-04
2018-04,52.9095907,6.1999729,2,2,2020-04
2018-05,52.8735,6.58768,2,2,2020-04
2018-05,52.9683902,5.9739434,7,7,2020-04
2018-05,52.9818571,6.006028,6,6,2020-04
2018-05,53.1442439,6.2647308,17,17,2020-04
2018-06,51.5266587,4.4466908,2,2,2020-04
2018-06,52.4589958,6.1736547,31,35,2020-04
2018-06,52.8717335,5.9300033,2,2,2020-04
2018-07,51.92963705,5.420000238944224,2,2,2020-04
2018-07,52.3451194,5.4580775473608565,2,2,2020-04
2018-10,52.4361877,6.2337581,1,1,2020-04
2018-10,52.6276515,6.554592,1,1,2020-04
2018-10,52.6446874,6.5533434,1,1,2020-04
2018-10,52.6817389,6.6592421,4,4,2020-04
2018-10,52.7553154,6.7194646,6,6,2020-04
2018-10,52.8431902,6.6588981,4,4,2020-04
2018-10,53.2738959,6.4271387,5,5,2020-04
2018-12,51.8019318,5.3320894,1,1,2020-04
2019-01,52.4361877,6.2337581,1,2,2020-04
2019-01,52.4943928,6.5753569,11,11,2020-04
2019-01,54.9389739,12.2178122,3,3,2020-04
2019-02,52.2819676,6.4216444,4,4,2020-04
2019-03,52.9207884,6.5416331,12,12,2020-04
2019-04,64.6173758,-162.2604161,1,1,2020-04
2019-09,52.3182269,5.9759134,14,14,2020-04
2019-09,52.7671253,6.6066512,1,1,2020-04
2019-10,52.2185009,5.8732642,4,4,2020-04
2019-11,52.936205,6.6727367,4,4,2020-04
2019-11,53.0011891,6.6861383,9,9,2020-04
2019-11,53.1576456,6.64126,2,2,2020-04
2019-12,51.605927300000005,5.69911232186362,1,1,2020-04
2019-12,51.6081533,5.7386913,2,2,2020-04
